Sentence,Tokens,Lemmas,POS,Chapter,Labels
"— А что, когда вы ей объявили о смерти отца?",а;что;когда;вы;ей;объявили;о;смерти;отца,а;что;когда;вы;она;объявлять;о;смерть;отец,CONJ;SPRO;CONJ;SPRO;SPRO;V;PR;S;S,Герой нашего времени. Часть 1. Бэла.,0;0;0;0;0;0;0;0;0
"— Мы долго от нее это скрывали, пока она не привыкла к своему положению; а когда сказали, так она дня два поплакала, а потом забыла.",мы;долго;от;нее;это;скрывали;пока;она;не;привыкла;к;своему;положению;а;когда;сказали;так;она;дня;два;поплакала;а;потом;забыла,мы;долго;от;она;это;скрывать;пока;она;не;привыкать;к;свой;положение;а;когда;сказать;так;она;день;два;поплакать;а;потом;забывать,SPRO;ADV;PR;SPRO;SPRO;V;CONJ;SPRO;PART;V;PR;APRO;S;CONJ;CONJ;V;ADVPRO;SPRO;S;NUM;V;CONJ;ADVPRO;V,Герой нашего времени. Часть 1. Бэла.,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Месяца четыре всё шло как нельзя лучше.,месяца;четыре;всё;шло;как;нельзя;лучше,месяц;четыре;все;идти;как;нельзя;хорошо,S;NUM;SPRO;V;ADVPRO;ADV;ADV,Герой нашего времени. Часть 1. Бэла.,0;0;0;0;0;0;0
"Григорий Александрович, я уж кажется говорил, страстно любил охоту: бывало, так его в лес и подмывает за кабанами или козами, — а тут хоть бы вышел за крепостной вал.","григорий;александрович;я;уж;кажется;говорил;страстно;любил;охоту;бывало;так;его;в;лес;и;подмывает;за;кабанами;или;козами;, — ;а;тут;хоть;бы;вышел;за;крепостной;вал","григорий;александрович;я;уж;кажется;говорить;страстно;любить;охота;бывало;так;он;в;лес;и;подмывать;за;кабан;или;коза;, — ;а;тут;хоть;бы;выходить;за;крепостной;вал",S;S;SPRO;PART;ADV;V;ADV;V;S;ADV;ADVPRO;SPRO;PR;S;CONJ;V;PR;S;CONJ;S;;CONJ;ADVPRO;PART;PART;V;PR;S;S,Герой нашего времени. Часть 1. Бэла.,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Вот, однако же, смотрю, он стал снова задумываться, ходит по комнате, загнув руки назад; потом раз, не сказав никому, отправился стрелять, — целое утро пропадал; раз и другой, всё чаще и чаще... Нехорошо, подумал я: верно между ними черная кошка проскочила!","вот;однако;же;смотрю;он;стал;снова;задумываться;ходит;по;комнате;загнув;руки;назад;потом;раз;не;сказав;никому;отправился;стрелять;, — ;целое;утро;пропадал;раз;и;другой;всё;чаще;и;чаще;... ;нехорошо;подумал;я;верно;между;ними;черная;кошка;проскочила","вот;однако;же;смотреть;он;становиться;снова;задумываться;ходить;по;комната;загибать;рука;назад;потом;раз;не;сказать;никто;отправляться;стрелять;, — ;целый;утро;пропадать;раз;и;другой;все;часто;и;часто;... ;нехорошо;подумать;я;верно;между;они;черный;кошка;проскочить",PART;CONJ;PART;V;SPRO;V;ADV;V;V;PR;S;V;S;ADV;ADVPRO;S;PART;V;SPRO;V;V;;A;S;V;S;CONJ;APRO;ADV;ADV;CONJ;ADV;;ADV;V;SPRO;ADV;PR;SPRO;A;S;V,Герой нашего времени. Часть 1. Бэла.,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Одно утро захожу к ним — как теперь перед глазами: Бэла сидела на кровати в черном шелковом бешмете, бледненькая, такая печальная, что я испугался.",одно;утро;захожу;к;ним;как;теперь;перед;глазами;бэла;сидела;на;кровати;в;черном;шелковом;бешмете;бледненькая;такая;печальная;что;я;испугался,один;утро;заходить;к;они;как;теперь;перед;глаз;бэла;сидеть;на;кровать;в;черный;шелковый;бешмет;бледненький;такой;печальный;что;я;испугаться,APRO;S;V;PR;SPRO;CONJ;ADV;PR;S;S;V;PR;S;PR;A;A;S;A;APRO;A;CONJ;SPRO;V,Герой нашего времени. Часть 1. Бэла.,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
— А где Печорин?,а;где;печорин,а;где;печорин,CONJ;ADVPRO;S,Герой нашего времени. Часть 1. Бэла.,0;0;0
— спросил я.,спросил;я,спрашивать;я,V;SPRO,Герой нашего времени. Часть 1. Бэла.,0;0
— На охоте.,на;охоте,на;охота,PR;S,Герой нашего времени. Часть 1. Бэла.,0;0
— Сегодня ушел?,сегодня;ушел,сегодня;уходить,ADV;V,Герой нашего времени. Часть 1. Бэла.,0;0
"— Она молчала, как будто ей трудно было выговорить.",она;молчала;как;будто;ей;трудно;было;выговорить,она;молчать;как;будто;она;трудно;быть;выговаривать,SPRO;V;ADVPRO;PART;SPRO;ADV;V;V,Герой нашего времени. Часть 1. Бэла.,0;0;0;0;0;0;0;0
"— Нет, еще вчера, — наконец сказала она, тяжело вздохнув.","нет;еще;вчера;, — ;наконец;сказала;она;тяжело;вздохнув","нет;еще;вчера;, — ;наконец;сказать;она;тяжело;вздыхать",PART;ADV;ADV;;ADV;V;SPRO;ADV;V,Герой нашего времени. Часть 1. Бэла.,0;0;0;0;0;0;0;0;0
— Уж не случилось ли с ним чего?,уж;не;случилось;ли;с;ним;чего,уж;не;случаться;ли;с;он;что,PART;PART;V;PART;PR;SPRO;SPRO,Герой нашего времени. Часть 1. Бэла.,0;0;0;0;0;0;0
"— Я вчера целый день думала, думала, — отвечала она сквозь слезы, — придумывала разные несчастия: то казалось мне, что его ранил дикий кабан, то чеченец утащил в горы... А нынче мне уж кажется, что он меня не любит.","я;вчера;целый;день;думала;думала;, — ;отвечала;она;сквозь;слезы;, — ;придумывала;разные;несчастия;то;казалось;мне;что;его;ранил;дикий;кабан;то;чеченец;утащил;в;горы;... ;а;нынче;мне;уж;кажется;что;он;меня;не;любит","я;вчера;целый;день;думать;думать;, — ;отвечать;она;сквозь;слеза;, — ;придумывать;разный;несчастие;то;казаться;я;что;он;ранить;дикий;кабан;то;чеченец;утаскивать;в;гора;... ;а;нынче;я;уж;казаться;что;он;я;не;любить",SPRO;ADV;A;S;V;V;;V;SPRO;PR;S;;V;A;S;CONJ;V;SPRO;CONJ;SPRO;V;A;S;CONJ;S;V;PR;S;;CONJ;ADV;SPRO;PART;V;CONJ;SPRO;SPRO;PART;V,Герой нашего времени. Часть 1. Бэла.,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
