Sentence,Tokens,Lemmas,POS,Chapter
"— Тут он отвернулся, чтоб скрыть свое волнение, и пошел ходить по двору около своей повозки, показывая, будто осматривает колеса, тогда как глаза его поминутно наполнялись слезами.",Тут;он;отвернулся;чтоб;скрыть;свое;волнение;и;пошел;ходить;по;двору;около;своей;повозки;показывая;будто;осматривает;колеса;тогда;как;глаза;его;поминутно;наполнялись;слезами,тут;он;отвернуться;чтобы;скрыть;свой;волнение;и;пойти;ходить;по;двор;около;свой;повозка;показывать;будто;осматривать;колесо;тогда;как;глаз;его;поминутно;наполнять;слеза,ADV;PRON;VERB;SCONJ;VERB;DET;NOUN;CCONJ;VERB;VERB;ADP;NOUN;ADP;DET;NOUN;VERB;SCONJ;VERB;NOUN;ADV;SCONJ;NOUN;DET;ADV;VERB;NOUN,Герой нашего времени. Часть 1. Максим Максимыч. - rvb.ru - https://rvb.ru/19vek/lermontov/lp/text/01-03.html
"— Максим Максимыч, — сказал я, подошедши к нему, — а что это за бумаги вам оставил Печорин?",Максим;Максимыч;сказал;я;подошедши;к;нему;а;что;это;за;бумаги;вам;оставил;Печорин,Максим;Максимыч;сказать;я;подойти;к;он;а;что;это;за;бумага;вы;оставить;Печорин,PROPN;PROPN;VERB;PRON;VERB;ADP;PRON;CCONJ;PRON;PRON;ADP;NOUN;PRON;VERB;PROPN,Герой нашего времени. Часть 1. Максим Максимыч. - rvb.ru - https://rvb.ru/19vek/lermontov/lp/text/01-03.html
— А бог его знает!,А;бог;его;знает,а;бог;он;знать,CCONJ;NOUN;PRON;VERB,Герой нашего времени. Часть 1. Максим Максимыч. - rvb.ru - https://rvb.ru/19vek/lermontov/lp/text/01-03.html
какие-то записки... — Что вы из них сделаете?,какие-то;записки;Что;вы;из;них;сделаете,какой-то;записка;что;вы;из;они;делать,DET;NOUN;PRON;PRON;ADP;PRON;VERB,Герой нашего времени. Часть 1. Максим Максимыч. - rvb.ru - https://rvb.ru/19vek/lermontov/lp/text/01-03.html
— Что?,Что,что,PRON,Герой нашего времени. Часть 1. Максим Максимыч. - rvb.ru - https://rvb.ru/19vek/lermontov/lp/text/01-03.html
а велю наделать патронов.,а;велю;наделать;патронов,а;велеть;наделать;патрон,CCONJ;VERB;VERB;NOUN,Герой нашего времени. Часть 1. Максим Максимыч. - rvb.ru - https://rvb.ru/19vek/lermontov/lp/text/01-03.html
— Отдайте их лучше мне.,Отдайте;их;лучше;мне,отдать;они;хороший;я,VERB;PRON;ADJ;PRON,Герой нашего времени. Часть 1. Максим Максимыч. - rvb.ru - https://rvb.ru/19vek/lermontov/lp/text/01-03.html
"Он посмотрел на меня с удивлением, проворчал что-то сквозь зубы и начал рыться в чемодане; вот он вынул одну тетрадку и бросил ее с презрением на землю, потом другая, третья и десятая имели ту же участь: в его досаде было что-то детское, мне стало смешно и жалко... — Вот они все, — сказал он: — поздравляю вас с находкою... — И я могу делать с ними всё, что хочу?",Он;посмотрел;на;меня;с;удивлением;проворчал;что-то;сквозь;зубы;и;начал;рыться;в;чемодане;вот;он;вынул;одну;тетрадку;и;бросил;ее;с;презрением;на;землю;потом;другая;третья;и;десятая;имели;ту;же;участь;в;его;досаде;было;что-то;детское;мне;стало;смешно;и;жалко;Вот;они;все;сказал;он;поздравляю;вас;с;находкою;И;я;могу;делать;с;ними;всё;что;хочу,он;посмотреть;на;я;с;удивление;проворчать;что-то;сквозь;зуб;и;начать;рыться;в;чемодан;вот;он;вынуть;один;тетрадка;и;бросить;она;с;презрение;на;земля;потом;другой;третий;и;десятый;иметь;тот;же;участь;в;его;досада;быть;что-то;детский;я;стать;смешной;и;жалкий;вот;они;все;сказать;он;поздравлять;вы;с;находка;и;я;мочь;делать;с;они;все;что;хотеть,PRON;VERB;ADP;PRON;ADP;NOUN;VERB;PRON;ADP;NOUN;CCONJ;VERB;VERB;ADP;NOUN;PART;PRON;VERB;NUM;NOUN;CCONJ;VERB;PRON;ADP;NOUN;ADP;NOUN;ADV;ADJ;ADJ;CCONJ;ADJ;VERB;DET;PART;NOUN;ADP;DET;NOUN;VERB;PRON;ADJ;PRON;VERB;ADJ;CCONJ;ADJ;PART;PRON;PRON;VERB;PRON;VERB;PRON;ADP;NOUN;CCONJ;PRON;VERB;VERB;ADP;PRON;PRON;PRON;VERB,Герой нашего времени. Часть 1. Максим Максимыч. - rvb.ru - https://rvb.ru/19vek/lermontov/lp/text/01-03.html
— Хоть в газетах печатайте.,Хоть;в;газетах;печатайте,хоть;в;газета;печатать,SCONJ;ADP;NOUN;VERB,Герой нашего времени. Часть 1. Максим Максимыч. - rvb.ru - https://rvb.ru/19vek/lermontov/lp/text/01-03.html
Какое мне дело!..,Какое;мне;дело,какой;я;дело,DET;PRON;NOUN,Герой нашего времени. Часть 1. Максим Максимыч. - rvb.ru - https://rvb.ru/19vek/lermontov/lp/text/01-03.html
"Что, я разве друг его какой, или родственник?..",Что;я;разве;друг;его;какой;или;родственник,что;я;разве;друг;он;какой;или;родственник,PRON;PRON;PART;NOUN;PRON;DET;CCONJ;NOUN,Герой нашего времени. Часть 1. Максим Максимыч. - rvb.ru - https://rvb.ru/19vek/lermontov/lp/text/01-03.html
"Правда, мы жили долго под одной кровлей... Да мало ли с кем я не жил?..",Правда;мы;жили;долго;под;одной;кровлей;Да;мало;ли;с;кем;я;не;жил,правда;мы;жить;долго;под;один;кровля;да;мало;ли;с;кто;я;не;жить,ADV;PRON;VERB;ADV;ADP;NUM;NOUN;CCONJ;ADV;PART;ADP;PRON;PRON;PART;VERB,Герой нашего времени. Часть 1. Максим Максимыч. - rvb.ru - https://rvb.ru/19vek/lermontov/lp/text/01-03.html
"Я схватил бумаги и поскорее унес их, боясь, чтоб штабс-капитан не раскаялся.",Я;схватил;бумаги;и;поскорее;унес;их;боясь;чтоб;штабс;капитан;не;раскаялся,я;схватить;бумага;и;скоро;унести;они;бояться;чтобы;штабс;капитан;не;раскаяться,PRON;VERB;NOUN;CCONJ;ADV;VERB;PRON;VERB;SCONJ;NOUN;NOUN;PART;VERB,Герой нашего времени. Часть 1. Максим Максимыч. - rvb.ru - https://rvb.ru/19vek/lermontov/lp/text/01-03.html
"Скоро пришли нам объявить, что через час тронется оказия; я велел закладывать.",Скоро;пришли;нам;объявить;что;через;час;тронется;оказия;я;велел;закладывать,скоро;прийти;мы;объявить;что;через;час;трогаться;оказия;я;велеть;закладывать,ADV;VERB;PRON;VERB;SCONJ;ADP;NOUN;VERB;NOUN;PRON;VERB;VERB,Герой нашего времени. Часть 1. Максим Максимыч. - rvb.ru - https://rvb.ru/19vek/lermontov/lp/text/01-03.html
"Штабс-капитан вошел в комнату в то время, когда я уже надевал шапку; он, казалось, не готовился к отъезду; у него был какой-то принужденный, холодный вид.",Штабс;капитан;вошел;в;комнату;в;то;время;когда;я;уже;надевал;шапку;он;казалось;не;готовился;к;отъезду;у;него;был;какой-то;принужденный;холодный;вид,штабс;капитан;войти;в;комната;в;тот;время;когда;я;уже;надевать;шапка;он;казаться;не;готовиться;к;отъезд;у;он;быть;какой-то;принужденный;холодный;вид,NOUN;NOUN;VERB;ADP;NOUN;ADP;DET;NOUN;SCONJ;PRON;ADV;VERB;NOUN;PRON;VERB;PART;VERB;ADP;NOUN;ADP;PRON;AUX;DET;ADJ;ADJ;NOUN,Герой нашего времени. Часть 1. Максим Максимыч. - rvb.ru - https://rvb.ru/19vek/lermontov/lp/text/01-03.html
